时间,标题,url,内容
2018-04-28 18:18:30,新零售跨境电商宝妈环球购完成千万级融资,http://www.ebrun.com/20180428/274960.shtml,宝妈环球购完成新一轮千万级融资，投资方为国内知名商业管理公司—九宜城。据宝妈环球购CEO刘坚介绍，本轮融资金额将被使用于从供应链到终端门店的全面提升与发展，拓宽商品品类；优化门店管理培训；提升仓储物流体系；推进门店扩张。（亿邦动力网）
2018-04-28 16:19:51,苏果超市联手先农电商，建立新零售生态,http://www.ebrun.com/20180428/275062.shtml?eb=com_chan_lcol_fylb,苏果超市有限公司与江苏先农电子商务有限公司签署了战略合作协议。双方表示，此次合作双方将依托苏果超市的品牌、城市网点、供应链资源和先农电商的技术与营运、社区社群、农村网点资源，在基于社交电商的新零售业务；农村市场日用品零批业务；基于苏果超市的O2O生态圈业务三个方面深入合作、融合发展。（亿邦动力网）
2018-04-28 09:07:23,社交电商全球时刻发布3.0战略生态体系,,36氪讯，社群电商全球时刻在浙江乌镇召开了战略启动会暨两周年庆典。会上宣布，国内快递业巨头中通快递、知名共享充电服务商小电和民生银行分别与全球时刻达成战略合作，并将在不同领域构建全新商业生态；以上三方与中国新零售联盟、思伟投资等共同参与了全球时刻3.0战略生态体系起航仪式。
2018-04-27 08:16:54,阿里巴巴重庆总部9月投用 将助力重庆打造智能城市,https://www.cnbeta.com/articles/tech/720729.htm,预计4月底，阿里巴巴重庆公司将完成注册；位于两江新区服务贸易产业园的阿里巴巴重庆总部也将于9月正式投用。据悉，阿里巴巴重庆总部是阿里巴巴在渝打造的“智能重庆中心”，将作为阿里巴巴及其合作伙伴在智能制造平台、物联网平台、智能网联汽车、新零售、新金融等领域区域中心。（重庆日报）
2018-04-26 15:29:06,资生堂新零售项目正式落地，重点放在升级化妆品专营店消费体验上,http://www.jiemian.com/article/2090566.html,资生堂新零售项目“资生堂官方美妆星品馆”跨境电商平台正式落地，首批面向广西惠之琳、山西普丽生、福建时尚女友等长期合作门店，投放了100台机器。据资生堂中国大众化妆品营业本部都丸本部长介绍，新零售项目通过与现有的资生堂专卖店合作，将现有的实体生意和跨境电子商务相结合，帮助专营店渠道转型升级。（界面）
2018-04-26 14:38:17,阿里巴巴打造“新零售之城”，盒马将十城同时开店,http://k.caixin.com/web/detail_229186,阿里巴巴集团提出将打造“新零售之城”，协助各大城市全面提升市民生活品质。同时，阿里宣布盒马将在北京、上海、杭州、苏州、成都、深圳、西安、南京、武汉、广州等10个城市同时开出10家店，这意味着300万用户将同步升级享受“盒区房”服务。（中新网）
2018-04-26 11:32:33,菜鸟联合天猫发布“神农计划”，全国设100个原产地生鲜仓,,36氪讯，菜鸟与天猫联合宣布启动“神农计划”，将在全国开设100个原产地生鲜仓库，覆盖全国生鲜主产区，将工业级标准引入生鲜供应链全领域，用算法和黑科技帮助农户卖水果、运水果。菜鸟ET物流实验室认为，新零售背后其实是一套物流。
2018-04-26 11:22:01,菜鸟西北物流枢纽在西安启动运行 中国智能骨干网基本成型,,36氪讯，菜鸟网络位于西安市西咸新区的智能物流枢纽正式启动运行。这标志着中国智能骨干网又完成了一个大型区域节点，将服务新零售趋势下的新消费业态，促进“一带一路”沿线贸易和货物流通。
2018-04-25 19:53:38,中国国际动漫节节展办携手阿里巴巴打造“国漫新零售”平台,http://www.xinhuanet.com/2018-04/25/c_129859223.htm,双方战略合作主要包括四个方面：一是打通线下动漫企业与淘宝二次元商家资源壁垒，二是每年从淘宝线上平台选出20家优质企业，提供落户杭州的政策支持，三是精准服务核心二次元用户，四是以杭州为起点，逐步将全国各地动漫展纳入“国漫新零售”平台。（新华社）
2018-04-23 19:01:22,阿里CEO张勇：新零售是技术零售联姻，模式要自我更新,http://tech.sina.com.cn/i/2018-04-23/doc-ifzqvvsa0008625.shtml,阿里巴巴集团CEO张勇今日在澳大利亚举行的商家大会上表示，新技术出现时，有人看到的是挑战，有人看到的是机会，重要的是把握机遇，同时把风险控制到最小。对于全球商业瞩目的“新零售”，张勇认为，新零售本质是技术和零售联姻，所有线上线下零售最终都要依靠数据驱动，所有零售模式都要自我更新，才能跟上数字时代。（新浪科技）
2018-04-23 14:42:50,筹建零售创新综合体，阿里首个自建商场“亲橙里”开业倒计时,http://www.bbtnews.com.cn/2018/0423/238008.shtml,4月末，阿里将在阿里西溪园区内开业亲橙里，该项目引入了天猫国际线下店、盒马鲜生、天猫精灵未来馆等众多阿里新零售业态。据悉，亲橙里面向阿里园区内的员工以及周围的居民。阿里方面回应称，亲橙里是阿里为改善员工居住、工作环境建造的商业项目。（北京商报）
2018-04-23 14:30:52,阿里高红冰：新零售是整个业态创新，变革出现三大趋势,http://tech.sina.com.cn/i/2018-04-23/doc-ifzqvvrz8179743.shtml,阿里研究院院长高红冰表示，新零售发展到最后是整个业态的创新。零售业变革出现实体门店升级、供应链数字化和服务商涌现三大趋势。高红冰表示，技术创新、消费者升级和企业家创新精神带来了商业环境的改变。手机、App、软件、云计算、物联网等技术不仅是简单的技术应用，而是构成新经济的基础设施。（新浪科技）
2018-04-20 19:04:04,企加云助力新零售品牌Kerr&Kroes，智慧门店会员实现全域管理,,36氪讯，女装品牌Kerr&Kroes与天猫新零售智慧商圈团队合作的首家服饰领域全品类会员店，将于21日在上海静安大悦城开业。通过企加云，Kerr&Kroes实现了与中粮集团大悦城商业体系CRM系统的对接，是目前国内首个大悦城集团CRM与品牌门店会员系统打通的案例。
2018-04-20 08:08:25,天猫国际首家跨境实体店今天开业,http://www.linkshop.com.cn/web/archives/2018/400801.shtml,天猫国际首家跨境保税新零售线下店将于4月20日正式开始试营业。据了解，该店位于杭州西湖银泰城一层，营业面积约300平米。天猫国际跨境新零售项目负责人罗爽表示，该店内的所有商品均是天猫直营的保税商品，而商品的选择则是根据天猫大数据提供的西湖银泰城周围五公里消费者特征筛选而出的。（联商网）
2018-04-19 14:21:10,宝能进军新零售：第十家万麦便利店开张,http://www.jiemian.com/article/2068928.html,第十家万麦便利店今日开张，这家面积100多平方米的便利店里，提供蔬菜、水果、水产、熟食、烘焙、鲜肉、百货等全品类商品。据悉，万麦便利店是宝能零售旗下一种业态，定位是做“一家有腔调但不贵的便利店”，以黄色、白色作为店面主题颜色。（界面）
2018-04-18 10:00:08,黑口袋获数千万元A+轮融资,http://www.xfz.cn/post/5792.html,智能数码新零售品牌黑口袋（PocketNoir）宣布已完成数千万元A+轮融资，本轮融资由弘道资本领投，真格基金跟投。CEO范若愚表示，本次A+轮融资将帮助黑口袋继续专注于体验店升级和加速行业人才储备。（小饭桌）
2018-04-17 19:23:55,饿了么：餐饮行业未来趋势是新零售和外卖协同作战,,36氪讯，饿了么副总裁黄念在“2018新餐饮时代论坛”上表示，餐饮行业未来的趋势是新零售和外卖协同作战。对餐饮商家，这意味着以“到店+外卖+零售”的新零售标配和业务数据化升级的全新机会；阿里零售通、菜鸟等业务的无缝接入，则意味着餐饮供应链体系的建立和完善。
2018-04-17 19:20:18,饿了么：融入阿里新零售体系后将进一步推动消费升级,,36氪讯，饿了么副总裁黄念在“2018新餐饮时代论坛”上表示，饿了么融入阿里新零售体系后，将进一步推动消费升级。据论坛发布的数据显示，2020年餐饮到家的消费市场将超7000亿元人民币，外卖用户数量将达到6亿。2017年，饿了么平台品质商户的销售额达到普通商户的4.5倍。
2018-04-17 17:46:01,菜鸟发布首个新零售社群  中小商家也能打通线上线下供应链,,36氪讯，4月16日，菜鸟网络宣布推出首个面向中小商家的新零售主题社群“嗖嗖鸟”，让全国中小商家也能像大商家一样，快速获得线上线下一体化的供应链能力。社群对学员有严格的准入标准和退出机制，通过定期案例考察、游学、主题沙龙等MBA高阶课程形式开展学习计划。
2018-04-17 16:39:48,阿里巴巴45亿人民币战略投资汇通达 共建农村商业新生态,http://www.nbd.com.cn/articles/2018-04-17/1208986.html,36氪讯，4月17日，阿里巴巴集团与五星控股集团联合宣布达成战略合作，阿里巴巴将向五星控股集团旗下汇通达公司投资45亿人民币，通过阿里巴巴和汇通达的合作，探索农村新零售样本，赋能更多农村商业组织，共建农村商业新生态，促进农村经济的发展。
2018-04-17 10:34:12,阿里联手五星控股，投资汇通达铺设农村商业网络,http://www.bbtnews.com.cn/2018/0417/237127.shtml,阿里巴巴集团今日发布消息称，与五星控股集团达成战略合作，阿里巴巴将战略投资五星控股集团旗下汇通达公司，双方将在供应链、渠道、仓储和物流、技术系统等维度展开深度合作，为农村市场提供包括品牌专供、下单平台、新零售系统、阿里云平台、物流系统解决方案等一系列服务。（北京商报）
2018-04-16 10:38:23,盒马鲜生武汉首家实体店将于4月下旬开业,http://www.linkshop.com.cn/web/archives/2018/400505.shtml,武汉市网信办在回应网民提问时表示：我市“盒马鲜生”新零售店已提供线上销售服务，可下载“盒马鲜生”APP使用，首家实体店将于4月下旬在武昌区首义广场泛悦汇开业。下一步，我市还将深化“移动生活城市”建设，为市民推出更多便捷优质的服务。（长江日报）
2018-04-16 07:42:43,港媒：天猫有望两年内在港推无人贩卖机,http://www.cankaoxiaoxi.com/finance/20180416/2261453.shtml,据香港头条财经网报道，阿里巴巴旗下天猫超市国际化及新零售业务负责人刘文博透露，香港将会是公司推出无人贩卖机的首个境外市场，希望两年内可以有成果。（参考消息）
2018-04-16 07:35:11,联想智慧零售CEO周铭：万家线下门店快速复制，联想智慧零售进入扩张阶段,http://www.zqrb.cn/gscy/gongsi/2018-04-16/A1523809220216.html,联想智慧零售天禧传奇科技有限公司CEO周铭表示：“我们将通过20家直营店打造模型，升级150家4S店进入体系。此外，我们将用三年时间，建立1000家加盟店和5000家智能无人售货柜，全面推进联想智生活在新零售领域的布局。”（证券日报）
2018-04-13 15:27:59,盒马鲜生CEO侯毅：新零售核心是以客户价值为驱动,http://tech.sina.com.cn/i/2018-04-13/doc-ifyzeyqc5672380.shtml,盒马鲜生CEO侯毅在零界·新经济100人2018年CEO峰会上提出，新零售与原来零售本质存在很大区别，新零售的核心是以客户价值为驱动的，传统零售业里面是成本驱动。“新零售早期商品不完善，短期经济效益不是很理想这是必然的趋势，盒马也是花了一年多的时间才迭代。”（新浪科技）
2018-04-13 10:37:32,宠物行业一季度吸金1.2亿元，“它经济”蓄势待发,http://news.stcn.com/2018/0412/14106362.shtml,据波奇网旗下的行业研究机构“波奇俱乐部”统计显示，今年一季度，中国宠物行业共发生了3笔上规模的融资，共计有1.2亿元人民币的资金投入到宠物行业中。据悉，这三笔投资分别涉及宠物疾病诊断技术、新零售线下宠物连锁店以及宠物医疗保险等，其中最大的一笔达到了1亿元人民币。（证券时报）
2018-04-12 16:50:17,新华社：即时配送行业“超速”，发展监管待跟上,http://m.xinhuanet.com/2018-04/12/c_1122673750.htm,新华社发文称，近期，阿里以95亿美元收购饿了么，成为市场关注焦点。作为新零售基础设施，即时配送行业近年来持续高速发展，由此带来的交通违法和行业监管问题亟待引起重视。专家认为，建议在鼓励创新、包容审慎的原则下，将对即时配送的监管尽快提上日程。
2018-04-10 17:18:40,奥本海默重申阿里巴巴跑赢大盘评级，新零售和国际业务增长可期,http://tech.qq.com/a/20180410/023659.htm,据外媒报道，在对阿里巴巴及其新零售和国际业务的表现进行深度分析后，投行奥本海默分析师杰森-海尔夫斯泰因指出，新零售中的Hema超市和银泰百货以及Lazada引领的国际业务将推动阿里巴巴的业绩增长。因此，海尔夫斯泰因重申给予阿里巴巴“跑赢大盘”评级和220美元目标价。（腾讯科技）
2018-04-10 15:08:16,为“大健身”门店升级新零售和新消费，SaaS厂商三体云动获1.1亿元B轮融资,http://36kr.com/p/5128225.html,36氪获悉，大健身领域SaaS厂商三体云动已经完成1.1亿元B轮融资。本轮融资由信产资本领投，原有投资人蓝驰创投和红点投资全部超额跟投。本轮融资将用于智能物联网研发、门店大数据技术研发和搭建全国范围内的销售网络（计划从6家分公司扩展至11家）。
2018-04-10 14:07:11,菜鸟联合母婴商城乐友开通“网上下单 ，楼下发货”，新零售物流2小时可送达,,36氪讯，菜鸟与母婴连锁商城“乐友”今天宣布，双方基于新零售达成合作，消费者将获得“网上下单楼下发货”的分钟级配送体验。这意味着新零售物流短时间内已覆盖生鲜、美妆、服饰、母婴等各品类，从盒马鲜生、天猫超市的早期培育，到目前已陆续开放给天猫平台第三方商家和银泰等商业场所。
2018-04-09 18:14:04,天猫校园店一年内将开1000家，打造新零售+高校生态,https://www.iyiou.com/breaking/14692,日前天猫全国首个校园店在四川师范大学成龙校区佳禾超市落地，天猫大快消全渠道总监邵雄表示，未来一年内，天猫要开设1000家校园店，三年内开进全国1000所高校，服务2000万高校人群。（亿欧）
2018-04-09 16:17:36,Al新零售场景技术提供商「零眸智能」获数千万天使轮融资，华映领投,http://mp.weixin.qq.com/s/SBjXx3-y1bEFIzuhJ54uuA,36氪讯，近日，Al新零售场景技术提供商「零眸智能」宣布完成由华映资本、元禾原点、水木资本联合投资的数千万元天使轮融资。融资将主要用于拓展全球市场，提高零眸智能在新零售场景中应用的占有率，提升品牌影响力等方面。
2018-04-09 10:00:12,进口品零售商「KK馆」获7000万元B轮融资,http://36kr.com/p/5127679.html,36氪独家获悉，进口品零售商「KK馆」于近日完成7000万元B轮融资，本轮融资经纬中国领投。创始人兼CEO吴悦宁表示，近三年将主攻国内市场，除了开更多的店，公司也在孵化其他新零售品牌，它们和KK馆在品类上错开、会员可以共享，形成一个新零售矩阵。
2018-04-05 17:21:54,良品铺子联姻天猫，发力智慧门店,http://www.ebrun.com/20180404/271167.shtml?eb=hp_home_lcol_ls1,良品铺子今日宣布正式和天猫签署新零售战略合作协议，双方将围绕智慧门店、智能导购、数据运营等核心项目展开系列合作。良品铺子公司高层透露，内部正在组建新零售部，通过和天猫平合作，将在推动新零售领域拓展方面开展积极合作。（亿邦动力网）
2018-04-03 18:57:12,大白汽车与上汽通用达成战略合作,http://www.jiemian.com/article/2033388.html,趣店集团旗下汽车新零售业务大白汽车，与上汽通用在厦门联合宣布，双方正式达成战略合作。大白汽车和上汽通用将在六大领域达成战略合作，包括：主流车型供货与新车首发渠道合作、三四五线城市渠道下沉合作、汽车金融合作、互联网创新营销合作、汽车后市场服务合作、大数据合作等。（界面）
2018-04-03 14:43:29,京粮电商、京粮物流与Mobile Go魔急便合作新零售,,36氪讯，京粮电商、京粮物流作为北京首农食品集团有限公司旗下全资子公司，代表首食集团与MobileGo魔急便签署新型零售伙伴战略合作协议，双方将在货品产销、仓配一体化、品牌联合、供应链资源共享、系统共建等业务领域，展开合作。
2018-04-03 11:55:46,阿里体育完成超12亿元A轮融资，并购互联网健身运动平台乐动力,https://36kr.com/p/5127064.html,36氪讯，阿里体育近日宣布完成A轮融资，超过12亿人民币，估值超过80亿人民币，该轮融资由云锋基金领投。此外，阿里体育还宣布战略并购互联网健身运动品牌乐动力，这是阿里体育第一笔全资收购。阿里体育创始人兼CEO张大钟表示，围绕阿里巴巴的新零售战略，阿里体育将以运动者为核心，重构体育新零售场景。
2018-04-03 11:10:38,武汉中商：与京东到家联合推出“轻松购”无人自动收银项目,https://finance.qq.com/a/20180403/013628.htm,"武汉中商透露，中商平价超市连锁公司顺应新零售市场需求变化，与京东到家联合推出“轻松购”无人自动收银项目，即中商超市公司所属门店上线京东“轻松购”无人自动收银,首批上线的门店为9家。中商超市公司其他门店后期将陆续上线无人自动收银项目。（全景网）"
2018-04-03 08:18:22,省心宝汽车完成近2亿元B轮融资，加速布局互联网新零售,http://www.lieyunwang.com/archives/426323,汽车电商新零售S2b2c平台省心宝汽车正式宣布其完成了近2亿元人民币B轮融资，本轮融资由太盟投资集团领投。本轮融资将主要用于省心宝汽车零售的渠道布局。从车源、金融、门店、客源等多个方面，为一车购加盟经销商创造更好的服务体验与使用场景，提升加盟经销商及潜在加盟经销商对一车购的品牌粘度。（猎云网）
2018-04-02 23:11:32,大搜车完成对车易拍100%并购,,36氪独家获悉，汽车新零售和新金融平台大搜车完成了对二手车交易平台车易拍100%的并购。大搜车创始人兼CEO姚军红表示，此次并购完成后，车易拍将承担集团体系内寻找二手车车源、打通二手车业务链条的任务，双方业务在整合后将相对独立运转。去年年底，大搜车E轮获得了阿里巴巴领投、华平跟投的E轮融资3.35亿美金。
2018-04-02 13:07:31,心生家族获近亿元人民币 B1 轮融资，旗下生日管家用户破 6000 万估值 10 亿,http://36kr.com/p/5126840.html,36氪获悉，互联网情感消费平台心生集团已经完成B1轮近亿元人民币融资，具体金额未透露，本轮由远东控股、来伊份领投，前股东跟投。本轮资金将用于场景化情感链接与消费模式的持续深挖，核心品类蛋糕新零售方向，以及区块链礼物的设计研发与市场运营推广。
2018-04-02 12:22:52,饿了么张旭豪：将兼任张勇新零售战略特别助理，未来更多时间用来战略规划,,36氪讯，饿了么创始人张旭豪表示：“我将继续留在公司，担任董事长，同时兼任张勇的新零售战略特别助理，负责战略决策支持。以前为更多时间花在运营细节上，未来更多时间就会用在战略规划上。十年创业到现在，我们整个创业团队都秉持着创业的激情和热情，但是我们也一直在思考，如何在组织和运营能力上如何再上一个台阶，这也是为什么我本人和创始团队会主动邀请昆阳（饿了么新任CEO王磊的花名）来做CEO，对于未来的联手我非常期待。”此外，阿里给饿了么派CEO是张旭豪及创始团队对阿里提出的最重要的要求。
2018-04-02 12:03:13,顺丰与同盾合资成立新公司，发力供应链金融,http://mp.weixin.qq.com/s/CdQieoK-nTITGC6qDGfVbA,近日，顺丰控股股份有限公司和同盾科技在北京合资成立北京顺和同信科技有限公司。合资公司将致力于打造一家全球领先的智能数据分析公司，通过对信息流、资金流、物流等资源的整合，深挖数据价值，为物流、供应链金融和新零售行业提供基于智能分析的解决方案。（智能风控联盟）
2018-04-02 11:25:43,阿里张勇内部信：饿了么外卖服务将与口碑到店服务一起拓展本地生活服务领域,,36氪讯，阿里巴巴联合蚂蚁金服以95亿美元对饿了么完成全资收购。阿里CEO张勇在员工信中表示：饿了么的外卖服务将与口碑的到店服务一起，为阿里生态拓展本地生活服务领域，新零售走向新消费完成重要一步。
2018-04-02 11:24:35,饿了么董事长张旭豪内部信：与阿里的一致愿景带来坚定信心,,36氪讯，饿了么董事长张旭豪在内部信中称饿了么未来将融入强大的阿里生态，同时继续保持独立品牌，独立运营。张旭豪强调，加入阿里集团后，阿里和饿了么有着一致的战略愿景，彼此都对新零售市场有着坚定的信心，未来，饿了么将成为阿里新零售大军的中坚力量，发展平台将上升到前所未有的高度。
2018-04-02 08:15:19,银泰33.6亿拿下开元商业 阿里布局西北百货零售,http://disclosure.szse.cn/finalpage/2018-03-31/1204556570.PDF,西安国际医学发布公告称，其子公司开元商业将100％股权转让银泰百货，交易价格为33.6亿元。交易完成后，双方将在会员数字化体系、商品数字化工程、新零售项目落地、场景改造等多个维度展开合作。
2018-03-30 19:43:04,宝能布局新零售 旗下万麦便利店8家门店将同时在深圳开业,http://finance.sina.com.cn/7x24/2018-03-30/doc-ifystvqn6275362.shtml,宝能布局新零售业态，旗下万麦便利店8家门店将同时在深圳开业。资料显示，宝能集团所涉及的业态较多，外界比较熟悉的是他们的地产身份。（新浪财经）
2018-03-30 19:29:56,vivo携天猫推全球首台手机自动贩卖机，3C数码新零售再添新玩法,https://www.aicaijing.com.cn/article/1522403456637/,近日，vivo联合天猫首次在长沙开设手机行业的快闪店“vivo天猫手机自动贩卖机”，这款自动贩卖机是全球首款可直接售卖手机的移动货架，vivox21新品系列便可通过该渠道购入。（AI财经社）
2018-03-30 17:04:18,口碑探索餐饮新零售模式，半成品将成为主流?,http://www.ebrun.com/20180330/270471.shtml?eb=hp_home_lcol_24kx,在“餐饮新零售”论坛上，口碑公司的餐饮新零售负责人杜晓明称，餐饮行业正在进入“新零售时代”。在这个趋势下，餐饮产业的各个环节将被标准化，包括原材料采购、菜品研发、食物生产、供应链等。（亿邦动力网）
2018-03-30 15:55:44,天猫X品牌计划出炉，服饰新零售这样搞,http://www.ebrun.com/20180330/270406.shtml?eb=hp_home_lcol_tt6,天猫服饰总经理尔丁在演讲中提到了天猫服饰新零售主要包括：全链路数字化、大数据企划和生产、全托管仓、天猫X品牌计划以及iStore-会员数字化等几个方面。据悉，iStore-天猫X品牌计划包括：数字驱动、智能购物场景、线上线下营销互动和智能购物体验以及极致购物体验。（亿邦动力网）
2018-03-30 15:50:43,永辉云创：今年超级物种要开100家店,http://www.ebrun.com/20180330/270452.shtml?eb=hp_home_lcol_tt6,截至3月30日，永辉云创已经在全国范围内拥有Bravo596家、生鲜餐饮+高端超市的混合新零售业态超级物种37家、生鲜便利店永辉生活超过240家。永辉云创表示，预计到2018年Bravo门店将达到700家，超级物种超过100家，永辉生活超过1000家，全面发力新零售。（亿邦动力网）
2018-03-29 17:44:39,奇点云与1919达成战略合作，共同发力酒业无人零售,,36氪讯，在今天举行的奇点云“智见·未来”无人零售产品发布会上，奇点云与酒类新零售平台1919签署新零售战略合作协议，奇点云将提供基于FaceID的一站式无人零售整体解决方案。
2018-03-29 16:38:41,阿里首家线下购物中心4月开业，将引入众多阿里创新业态,http://www.linkshop.com.cn/web/archives/2018/399538.shtml,4月底阿里自建的第一家购物中心“亲橙里”将在阿里巴巴西溪园区附近开业。据悉，作为阿里巴巴西溪园区的一块新零售试验田，“亲橙里”将引进盒马鲜生、天猫国际、天猫精灵、淘宝二次元、阿里小厨等众多创新业态，同时引入星巴克、麦当劳、外婆家等多个品牌的业态入驻。（每日商报）
2018-03-29 15:14:05,戴森与天猫签署战略合作备忘录，将发力新零售和物联网领域,https://www.aicaijing.com.cn/article/1522290307103/,据悉，戴森与天猫签署的合作备忘录将在新零售和IOT(物联网）领域有所动作。2018年，戴森将携手天猫在数字化门店改造、线上线下用户打通等项目上继续实现深度合作。（AI财经社）
2018-03-29 15:01:52,大润发高管：“阿里铺好新零售高速公路而非光给沥青水泥”,,36氪讯，大润发新零售COO袁彬在新零售生态启领峰会上表示，“阿里把试错都做完了，现在铺好了高速公路，大润发直接跑就好。反过来，其他平台是给你沥青水泥，叫你自己铺路，这怎么走得快？”袁彬介绍，接下来大润发将进一步构筑3公里理想生活圈、10公里同城速配圈和50公里货源共享圈，全面升级大卖场。
2018-03-29 10:14:32,友饮咖啡获华创资本领投A轮融资 建设咖啡服务基础设施,,36氪讯，近日，无人咖啡机服务运营商友饮咖啡宣布完成华创资本领投A轮融资，并获全球新零售产业基金的供应链金融资金支持，本次融资规模总计达亿元级人民币。融资将用于市场拓展、饮品和平台的迭代研发。
2018-03-29 07:27:57,零售创新项目涌现 盒马鲜生社区扩张提速,,28日，盒马鲜生宣布与13家全国性地产商正式签订新零售战略合作协议。签约各方表示，将发挥各自优势，以新零售为契机推进新商业建设。但也可以看到，还有如永辉超级物种、京东7FRESH、苏宁苏鲜生等零售创新项目加速涌现。盒马鲜生要保持市场优势，显然还需要有更多的合作伙伴。（北京商报）
2018-03-29 07:19:54,牵手13家地产商 盒马鲜生社区扩张提速,http://www.bbtnews.com.cn/2018/0329/234917.shtml,3月28日，盒马鲜生跨界举办了一场商业地产峰会，同时宣布与13家全国性地产商正式签订新零售战略合作协议。盒马鲜生CFO盛聪表示，在此次签约的13家地产商中，近半数的合作伙伴已经引入了盒马鲜生门店。此后不久，盒马鲜生的门店会进驻到每一位合作伙伴旗下的项目中。（北京商报）
2018-03-28 17:01:35,盒马与13家主流地产商签订合作协议，以新零售为契机推进新商业建设,http://www.jiemian.com/article/2019925.html,盒马与13家地产商正式签订新零售战略合作协议。签约各方表示，将发挥各自优势，以新零售为契机推进新商业建设。一方面，地产商将在全国范围内为盒马提供门店物业及相关服务支持，打造基于社区的生活服务中心；另一方面，盒马也将发挥数字化优势，支持合作伙伴的线上线下一体化升级，共同探索新零售的各种创新业态。（界面）
2018-03-28 15:38:46,天猫发布2019大快消四个核心发展战略：用户发展、新零售、品牌运营和数据资产,http://www.ebrun.com/20180328/270089.shtml?eb=hp_home_lcol_24kx,天猫大快消事业部总经理古迈称，2019年天猫的四个重点为用户发展、新零售、品牌运营和数据资产：用户发展战略承载着入口拓展重任；新零售战略则围绕零售终端和品牌两个层面展现；围绕品牌运营主阵地，天猫将大力推动、培养品牌自驱力；数据资产端，天猫将广泛使用数据银行，构造营销、社区/社群/社交电商。（亿邦动力网）
2018-03-28 10:51:12,人人乐加速新零售 与腾讯全面合作,http://www.sohu.com/a/226560645_222256,近期，国内零售巨头人人乐与腾讯展开多个层面的业务合作。人人乐首席战略官罗杰表示，“人人乐与腾讯的微信支付、腾讯广告、微众银行和企业微信等四大部门已经建立全面合作关系，其他各个业务部门如腾讯云、优图AI和腾讯开发平台也在全面积极对接。”（联商网）
2018-03-27 17:55:04,张勇：阿里菜鸟未来5年将向物流业投1000亿,,36氪讯，阿里巴巴集团CEO、菜鸟网络董事长张勇在菜鸟管理者大会上表示，菜鸟网络将与合作伙伴一起，针对不同品类形成特定行业的新零售物流解决方案。此外，阿里和菜鸟宣布未来5年投入1000亿进行数据技术研发，共同推进智能仓库、智能配送、全球超级物流枢纽等核心领域建设。
2018-03-27 13:39:36,光明食品成立商业集团，意在推动农工商超市等传统业态向新零售转型,http://www.shobserver.com/news/detail?id=83941,从知情人士处获悉，光明食品集团又有改革新举措，这次改革的目标直指传统零售，将对旗下传统终端业务转型升级，为此已经成立了光明商业集团。据透露，目前光明商业集团的首届领导班子已经组建完成，光明食品集团旗下的农工商超市集团，将是光明商业集团整合的重点。（上观）
2018-03-26 17:34:30,“车盟主”与“有车智联”战略合作，共同打造汽车新零售生态体系,,36氪讯，新车销售新零售平台“车盟主”与新锐汽车媒体机构“有车智联”今日正式签署战略合作协议，双方整合自身优势资源共建汽车新零售线上电商平台“车盟主”，共同打造媒体资讯+电商导购+门店体验的汽车新零售生态体系，实现线上网络平台与线下体验门店融合发展，满足消费者选购新车过程的全流程服务。
2018-03-26 17:13:05,诺米家居回应“名创优品抢注NOME商标”：“十元店”终将被抛弃,,36氪讯，诺米家居今日在京召开新闻发布会，正面回应“名创优品抢注NOME商标”一事。诺米家居创始人陈浩表示，新生产力注定会埋葬落后、腐朽的旧生产力，“广州阿富”及其代表的“十元店”商业模式，终将由于落后被新零售革命所抛弃。
2018-03-26 16:54:54,“1号全球购”与“海带”达成长期合作,https://www.iyiou.com/breaking/14363,今日，在广东地区拥有30多家线下母婴门店的“1号全球购”宣布正式与母婴新零售平台“海带”建立长期合作，并计划通过“海带”的供应链体系及客户数据管理系统，实现面向“新零售”的全面升级。（亿欧）
2018-03-26 11:29:50,瓜子保卖店铺上线：加速线上线下深度融合 重构二手车消费体验,http://www.techweb.com.cn/internet/2018-03-26/2648958.shtml,瓜子二手车直卖网在新零售业务上进一步开展线上线下整合的探索，已在wap端推出瓜子保卖店铺，后续4月内会在APP、web等端口上线。线上瓜子保卖店铺可让用户清晰了解到线下店内的车源情况，可实现预约线下看车、一次多看，大大帮助用户节约时间成本，提高看车、购车效率。（TechWeb）
2018-03-26 09:36:18,张勇首以高鑫主席身份发股东信：对新零售伙伴全心全意,http://tech.sina.com.cn/i/2018-03-26/doc-ifysqfnf6912983.shtml,36氪讯，高鑫零售董事会主席、同时也是阿里CEO的张勇发布股东信。信中透露，阿里新零售战略布局的三个标准是：是否能推进行业与市场的发展与革新，是否能激发新技术与商业的紧密融合，以及是否能提升用户的消费体验。
2018-03-26 08:55:16,无人结算车赋能超市新零售，“超嗨”智能完成A轮数千万融资,http://mp.weixin.qq.com/s/9jb7c4pZ3mD2ZdVhsiCeXQ,据创业邦消息，超嗨智能已于近日完成了数千万元A轮融资，由洪泰基金领投，前海母基金和晟道投资跟投。超嗨智能创始人兼CEO成坤表示，本轮融资后，超嗨智能会将重点放在团队强化、系统化、规模化和市场推广方面。
